
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002038                       # Number of seconds simulated (Second)
simTicks                                   2037664000                       # Number of ticks simulated (Tick)
finalTick                                  2037664000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     22.32                       # Real time elapsed on the host (Second)
hostTickRate                                 91290789                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     745896                       # Number of bytes of host memory used (Byte)
simInsts                                      2198637                       # Number of instructions simulated (Count)
simOps                                        3815141                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    98501                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     170921                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          2037665                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.926786                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.078998                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         4285384                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1425                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4159143                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    417                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               471662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            735000                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 174                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1931963                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.152807                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.281544                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.ageTaskId_1024::2         1517                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3          110                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses            1494975                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses           1494975                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                   253910                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles               1061587                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                    330960                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles                271143                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                  14363                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved               215557                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                  1299                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts                4464342                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                  6079                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts             4131705                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches           373843                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts          576664                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts         234517                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            2.027666                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads        2043339                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites       1920449                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads         132562                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites         74226                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads       5230518                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites      3198895                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs            811181                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads      1557023                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites          900                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches             248592                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                       1623746                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                   31262                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  402                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          2856                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           30                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                    223090                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                  3755                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples            1931963                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              2.470499                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.311149                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                  1123426     58.15%     58.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                    43545      2.25%     60.40% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                    79535      4.12%     64.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                    61527      3.18%     67.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                    67146      3.48%     71.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                    39193      2.03%     73.21% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                    85469      4.42%     77.63% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                    48623      2.52%     80.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                   383499     19.85%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total              1931963                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts               2739930                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.344642                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches             439943                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.215905                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles       289298                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst         219861                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total            219861                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst        219861                       # number of overall hits (Count)
system.cpu.icache.overallHits::total           219861                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         3228                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            3228                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         3228                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           3228                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    300241000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    300241000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    300241000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    300241000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst       223089                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total        223089                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst       223089                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total       223089                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.014470                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.014470                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.014470                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.014470                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 93011.462206                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 93011.462206                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 93011.462206                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 93011.462206                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          276                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            6                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs             46                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          708                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           708                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          708                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          708                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2520                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2520                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2520                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2520                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    244118000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    244118000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    244118000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    244118000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.011296                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.011296                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.011296                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.011296                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 96872.222222                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 96872.222222                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 96872.222222                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 96872.222222                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   1508                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst       219861                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total          219861                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3228                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3228                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    300241000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    300241000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst       223089                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total       223089                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.014470                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.014470                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 93011.462206                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 93011.462206                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          708                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          708                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2520                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2520                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    244118000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    244118000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.011296                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.011296                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 96872.222222                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 96872.222222                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           782.065512                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               222380                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2519                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              88.281064                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              107000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   782.065512                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.763736                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.763736                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024         1007                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           99                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          396                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2          367                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          145                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.983398                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses             448697                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses            448697                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     14363                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     515267                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    17901                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts                4286809                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1699                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                   595917                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                  244095                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  1079                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      6356                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     8050                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            137                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect           6471                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         9538                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                16009                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                  4121895                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                 4114860                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   3128252                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                   5206997                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.019400                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.600779                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          16000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                       42938                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                   68410                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  217                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 137                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  35192                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   27                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                     92                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples             527507                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              7.644450                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            21.179613                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                 498549     94.51%     94.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                 1182      0.22%     94.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                 4558      0.86%     95.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  508      0.10%     95.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                  220      0.04%     95.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  229      0.04%     95.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  358      0.07%     95.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 1079      0.20%     96.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 2322      0.44%     96.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                10779      2.04%     98.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109               1801      0.34%     98.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               3218      0.61%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129               2095      0.40%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                 93      0.02%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                 16      0.00%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 18      0.00%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                 22      0.00%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 21      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 10      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                 13      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 15      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 16      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 14      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 11      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 13      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  9      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 17      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 20      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 35      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 46      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              220      0.04%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              388                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total               527507                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                  576599                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  234541                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3079                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       392                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                  223495                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       789                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   2037664000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  14363                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                   353739                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                  601623                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          13446                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                    495162                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles                453630                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts                4391259                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  1326                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 335768                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                   7868                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  35569                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             171                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands             8959336                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    16274449                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                  5609565                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    159964                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps               7940865                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1018462                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     977                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 964                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   1210119                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                          5935818                       # The number of ROB reads (Count)
system.cpu.rob.writes                         8630718                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  2198637                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                    3815141                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    85                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                13415                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           2404                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              10184                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  4                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 4                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                2121                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               2121                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           13416                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         6541                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        37011                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    43552                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       160832                       # Cumulative packet size per connected requestor and responder (Byte)
