
---------- Begin Simulation Statistics ----------
simSeconds                                   0.009490                       # Number of seconds simulated (Second)
simTicks                                   9490250000                       # Number of ticks simulated (Tick)
finalTick                                  9490250000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    111.71                       # Real time elapsed on the host (Second)
hostTickRate                                 84956619                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     675332                       # Number of bytes of host memory used (Byte)
simInsts                                     18490168                       # Number of instructions simulated (Count)
simOps                                       32899467                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   165524                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     294515                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          9490251                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.513259                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.948333                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        32932524                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       82                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       32920029                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1624                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                33133                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             59300                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  46                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             9466492                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.477532                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.477945                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::Return            0      0.00%      0.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallDirect          187     22.32%     22.32% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallIndirect           30      3.58%     25.89% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond          438     52.27%     78.16% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          120     14.32%     92.48% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%     92.48% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond           63      7.52%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total          838                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return       480179     19.74%     19.74% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect       480155     19.74%     39.49% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect           29      0.00%     39.49% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond      1081532     44.47%     83.96% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond       330134     13.57%     97.53% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     97.53% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond        60046      2.47%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total      2432075                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect           98     15.24%     15.24% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           29      4.51%     19.75% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond          408     63.45%     83.20% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond           59      9.18%     92.38% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     92.38% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           49      7.62%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total          643                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget       543897     22.31%     22.31% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB      1352963     55.50%     77.81% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS       480956     19.73%     97.53% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect        60117      2.47%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total      2437933                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch          784     93.89%     93.89% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return           49      5.87%     99.76% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            0      0.00%     99.76% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            2      0.24%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total          835                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted           1084756                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken       542047                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect               838                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            386                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted          789                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted            49                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups              2437933                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                  696                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                 1473660                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.604471                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             565                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           60365                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              60117                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              248                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return       480956     19.73%     19.73% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect       481108     19.73%     39.46% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect           90      0.00%     39.47% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond      1084756     44.49%     83.96% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond       330748     13.57%     97.53% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     97.53% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond        60275      2.47%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total      2437933                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return       480956     49.88%     49.88% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          338      0.04%     49.91% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect           90      0.01%     49.92% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond       422454     43.81%     93.73% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          160      0.02%     93.75% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     93.75% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond        60275      6.25%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total        964273                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          187     26.87%     26.87% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     26.87% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond          389     55.89%     82.76% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          120     17.24%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total          696                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          187     26.87%     26.87% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%     26.87% # Number of BTB mispredictions. No target found or target wrong. (Count)
